DATE OCC,TIME OCC,AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Year,Month,Hour
2020-09-22,1400,Southwest,BATTERY - SIMPLE ASSAULT,37,F,B,2020,2020-09-01,14
2020-05-28,2310,Southwest,BATTERY - SIMPLE ASSAULT,57,F,W,2020,2020-05-01,23
2020-04-24,2130,Southwest,BATTERY - SIMPLE ASSAULT,47,M,H,2020,2020-04-01,21
2020-04-28,1650,Hollenbeck,BATTERY - SIMPLE ASSAULT,43,F,H,2020,2020-04-01,16
2020-02-18,1730,Harbor,BATTERY - SIMPLE ASSAULT,31,F,H,2020,2020-02-01,17
2020-04-22,1900,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",32,M,H,2020,2020-04-01,19
2020-09-27,410,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",27,M,H,2020,2020-09-01,4
2020-04-17,2025,Harbor,BATTERY - SIMPLE ASSAULT,30,M,H,2020,2020-04-01,20
2020-11-15,1500,Harbor,BATTERY - SIMPLE ASSAULT,23,F,H,2020,2020-11-01,15
2020-02-01,1905,Harbor,BATTERY - SIMPLE ASSAULT,54,M,B,2020,2020-02-01,19
2020-03-13,1000,West LA,BATTERY - SIMPLE ASSAULT,39,M,I,2020,2020-03-01,10
2020-09-14,730,Harbor,BATTERY - SIMPLE ASSAULT,56,F,H,2020,2020-09-01,7
2020-03-10,2255,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",30,M,H,2020,2020-03-01,22
2020-04-28,2200,Hollenbeck,BATTERY - SIMPLE ASSAULT,42,F,W,2020,2020-04-01,22
2020-07-11,910,Hollywood,BATTERY - SIMPLE ASSAULT,35,F,H,2020,2020-07-01,9
2020-05-02,1020,Harbor,BATTERY - SIMPLE ASSAULT,62,F,W,2020,2020-05-01,10
2020-09-18,1330,West LA,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",54,M,A,2020,2020-09-01,13
2020-02-27,2000,West Valley,BATTERY - SIMPLE ASSAULT,32,F,H,2020,2020-02-01,20
2020-07-31,2030,Topanga,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",42,M,O,2020,2020-07-01,20
2020-04-29,900,Hollenbeck,BATTERY - SIMPLE ASSAULT,76,M,H,2020,2020-04-01,9
2020-01-31,1730,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",31,M,H,2020,2020-01-01,17
2020-01-19,1200,Wilshire,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",72,M,B,2020,2020-01-01,12
2020-04-26,1845,West Valley,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",20,M,H,2020,2020-04-01,18
2020-09-29,1220,West LA,BATTERY - SIMPLE ASSAULT,66,M,W,2020,2020-09-01,12
2020-05-03,2120,Hollenbeck,BATTERY - SIMPLE ASSAULT,30,M,H,2020,2020-05-01,21
2020-05-10,2200,Hollywood,BATTERY - SIMPLE ASSAULT,19,M,H,2020,2020-05-01,22
2020-05-30,20,Wilshire,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",50,M,B,2020,2020-05-01,0
2020-11-06,1023,West Valley,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",50,M,W,2020,2020-11-01,10
2020-09-18,1920,Hollenbeck,BATTERY - SIMPLE ASSAULT,42,M,H,2020,2020-09-01,19
2020-05-01,1600,Southwest,BATTERY - SIMPLE ASSAULT,44,M,H,2020,2020-05-01,16
2020-05-24,1130,Van Nuys,BATTERY - SIMPLE ASSAULT,43,F,B,2020,2020-05-01,11
2020-04-21,450,Southwest,BATTERY - SIMPLE ASSAULT,45,M,B,2020,2020-04-01,4
2020-06-16,1720,Wilshire,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",51,M,H,2020,2020-06-01,17
2020-04-30,2130,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",19,M,H,2020,2020-04-01,21
2020-04-30,1230,Southwest,BATTERY - SIMPLE ASSAULT,45,M,H,2020,2020-04-01,12
2020-07-06,1700,West LA,BATTERY - SIMPLE ASSAULT,3,M,O,2020,2020-07-01,17
2020-02-04,1910,Van Nuys,BATTERY - SIMPLE ASSAULT,19,F,W,2020,2020-02-01,19
2020-12-29,1845,Van Nuys,BATTERY - SIMPLE ASSAULT,34,M,W,2020,2020-12-01,18
2020-03-22,30,Harbor,BATTERY - SIMPLE ASSAULT,31,F,B,2020,2020-03-01,0
2020-08-13,1200,Wilshire,BATTERY - SIMPLE ASSAULT,28,F,B,2020,2020-08-01,12
2020-06-04,900,Wilshire,BATTERY POLICE (SIMPLE),19,M,O,2020,2020-06-01,9
2020-07-16,1330,West LA,BATTERY - SIMPLE ASSAULT,22,M,H,2020,2020-07-01,13
2020-08-02,1305,Van Nuys,BATTERY - SIMPLE ASSAULT,57,M,O,2020,2020-08-01,13
2020-03-27,2150,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",19,M,H,2020,2020-03-01,21
2020-08-09,2140,Hollywood,BATTERY - SIMPLE ASSAULT,44,M,W,2020,2020-08-01,21
2020-05-10,1700,Wilshire,BATTERY - SIMPLE ASSAULT,77,M,W,2020,2020-05-01,17
2020-07-23,1040,West Valley,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",40,M,H,2020,2020-07-01,10
2020-05-02,210,Hollenbeck,BATTERY - SIMPLE ASSAULT,39,M,W,2020,2020-05-01,2
2020-02-01,1940,Hollywood,BATTERY - SIMPLE ASSAULT,29,F,B,2020,2020-02-01,19
2020-08-31,730,West LA,BATTERY - SIMPLE ASSAULT,34,M,H,2020,2020-08-01,7
2020-09-22,1200,Hollywood,BATTERY - SIMPLE ASSAULT,27,M,W,2020,2020-09-01,12
2020-05-01,2220,Harbor,BATTERY - SIMPLE ASSAULT,24,M,H,2020,2020-05-01,22
2020-09-19,2035,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24,F,B,2020,2020-09-01,20
2020-01-12,230,Hollywood,BATTERY - SIMPLE ASSAULT,23,F,H,2020,2020-01-01,2
2020-06-18,1700,Van Nuys,BATTERY - SIMPLE ASSAULT,49,F,W,2020,2020-06-01,17
2020-04-01,1000,Harbor,BATTERY - SIMPLE ASSAULT,19,F,H,2020,2020-04-01,10
2020-09-14,2130,Southwest,BATTERY - SIMPLE ASSAULT,57,M,H,2020,2020-09-01,21
2020-07-11,2030,Van Nuys,BATTERY - SIMPLE ASSAULT,19,F,W,2020,2020-07-01,20
2020-01-24,100,Van Nuys,BATTERY - SIMPLE ASSAULT,45,M,W,2020,2020-01-01,1
2020-07-30,1255,West LA,BATTERY - SIMPLE ASSAULT,22,M,H,2020,2020-07-01,12
2020-04-14,1730,Southwest,BATTERY - SIMPLE ASSAULT,68,F,H,2020,2020-04-01,17
2020-04-27,30,Southwest,BATTERY - SIMPLE ASSAULT,39,M,B,2020,2020-04-01,0
2020-04-21,930,Southwest,BATTERY - SIMPLE ASSAULT,43,M,H,2020,2020-04-01,9
2020-05-04,230,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",27,M,H,2020,2020-05-01,2
2020-10-21,1700,Harbor,BATTERY - SIMPLE ASSAULT,26,M,H,2020,2020-10-01,17
2020-05-15,1228,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",25,M,B,2020,2020-05-01,12
2020-06-06,1600,Wilshire,BATTERY - SIMPLE ASSAULT,55,M,H,2020,2020-06-01,16
2020-07-12,50,Van Nuys,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",25,M,A,2020,2020-07-01,0
2020-10-21,200,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",65,M,O,2020,2020-10-01,2
2020-02-02,1145,West LA,BATTERY - SIMPLE ASSAULT,54,M,B,2020,2020-02-01,11
2020-04-10,1825,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",22,F,H,2020,2020-04-01,18
2020-03-27,1900,West Valley,BATTERY - SIMPLE ASSAULT,22,F,O,2020,2020-03-01,19
2020-04-19,645,Southwest,BATTERY - SIMPLE ASSAULT,44,F,W,2020,2020-04-01,6
2020-04-28,2145,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",40,M,B,2020,2020-04-01,21
2020-07-15,1530,Van Nuys,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",40,F,B,2020,2020-07-01,15
2020-09-18,2030,Southwest,BATTERY - SIMPLE ASSAULT,34,F,B,2020,2020-09-01,20
2020-03-29,30,Harbor,BATTERY - SIMPLE ASSAULT,25,M,W,2020,2020-03-01,0
2020-10-30,1145,Hollywood,BATTERY - SIMPLE ASSAULT,36,M,B,2020,2020-10-01,11
2020-05-31,2100,Hollenbeck,BATTERY - SIMPLE ASSAULT,16,F,H,2020,2020-05-01,21
2020-06-10,2000,Wilshire,BATTERY - SIMPLE ASSAULT,41,M,O,2020,2020-06-01,20
2020-01-20,450,Hollywood,BATTERY - SIMPLE ASSAULT,27,F,W,2020,2020-01-01,4
2020-08-28,1715,Hollenbeck,BATTERY - SIMPLE ASSAULT,27,M,H,2020,2020-08-01,17
2020-06-25,1450,Hollywood,BATTERY - SIMPLE ASSAULT,40,M,O,2020,2020-06-01,14
2020-02-06,955,Wilshire,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,M,B,2020,2020-02-01,9
2020-04-24,1300,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",19,M,B,2020,2020-04-01,13
2020-04-27,1830,Hollenbeck,BATTERY - SIMPLE ASSAULT,35,M,H,2020,2020-04-01,18
2020-04-14,950,Hollywood,BATTERY - SIMPLE ASSAULT,64,F,O,2020,2020-04-01,9
2020-04-28,1750,Southwest,BATTERY - SIMPLE ASSAULT,50,F,B,2020,2020-04-01,17
2020-05-25,30,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",34,F,H,2020,2020-05-01,0
2020-05-10,340,West LA,BATTERY - SIMPLE ASSAULT,34,M,H,2020,2020-05-01,3
2020-12-07,810,Van Nuys,BATTERY - SIMPLE ASSAULT,58,M,H,2020,2020-12-01,8
2020-01-30,2300,Hollywood,BATTERY - SIMPLE ASSAULT,29,M,H,2020,2020-01-01,23
2020-09-13,1900,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",29,M,H,2020,2020-09-01,19
2020-03-21,1235,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",21,F,B,2020,2020-03-01,12
2020-06-23,1330,Wilshire,BATTERY - SIMPLE ASSAULT,57,M,W,2020,2020-06-01,13
2020-10-11,600,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",65,M,H,2020,2020-10-01,6
2020-02-14,1240,Hollywood,BATTERY - SIMPLE ASSAULT,14,F,H,2020,2020-02-01,12
2020-09-16,2053,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",40,M,B,2020,2020-09-01,20
2020-11-13,1045,Van Nuys,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",78,M,W,2020,2020-11-01,10
2020-05-19,2200,Van Nuys,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",30,F,B,2020,2020-05-01,22
2020-03-22,1045,Van Nuys,BATTERY - SIMPLE ASSAULT,37,F,W,2020,2020-03-01,10
2020-10-28,1255,Van Nuys,BATTERY - SIMPLE ASSAULT,20,F,H,2020,2020-10-01,12
2020-12-14,1050,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",35,M,H,2020,2020-12-01,10
2020-04-10,1030,Harbor,BATTERY - SIMPLE ASSAULT,43,M,O,2020,2020-04-01,10
2020-12-29,2000,Hollywood,BATTERY - SIMPLE ASSAULT,31,F,H,2020,2020-12-01,20
2020-02-23,1535,Van Nuys,BATTERY - SIMPLE ASSAULT,49,F,H,2020,2020-02-01,15
2020-05-29,1648,Harbor,BATTERY - SIMPLE ASSAULT,25,F,H,2020,2020-05-01,16
2020-03-21,2100,West Valley,BATTERY - SIMPLE ASSAULT,45,F,W,2020,2020-03-01,21
2020-12-26,535,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",41,M,H,2020,2020-12-01,5
2020-06-11,600,Hollenbeck,BATTERY - SIMPLE ASSAULT,31,F,H,2020,2020-06-01,6
2020-04-28,1650,Hollenbeck,BATTERY - SIMPLE ASSAULT,23,F,H,2020,2020-04-01,16
2020-10-06,1820,West Valley,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",51,M,O,2020,2020-10-01,18
2020-07-29,1525,Harbor,BATTERY - SIMPLE ASSAULT,11,F,H,2020,2020-07-01,15
2020-04-29,1745,Southwest,BATTERY - SIMPLE ASSAULT,56,F,B,2020,2020-04-01,17
2020-12-20,2220,Harbor,BATTERY - SIMPLE ASSAULT,71,F,H,2020,2020-12-01,22
2020-07-06,2345,Wilshire,BATTERY - SIMPLE ASSAULT,46,M,H,2020,2020-07-01,23
2020-04-18,430,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",35,F,B,2020,2020-04-01,4
2020-12-24,2200,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",61,M,W,2020,2020-12-01,22
2020-04-24,2210,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",28,F,H,2020,2020-04-01,22
2020-09-27,2030,West Valley,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",22,M,H,2020,2020-09-01,20
2020-09-05,2300,Van Nuys,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",58,M,H,2020,2020-09-01,23
2020-05-10,500,West LA,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",56,M,W,2020,2020-05-01,5
2020-02-23,2340,Wilshire,BATTERY - SIMPLE ASSAULT,57,M,W,2020,2020-02-01,23
2020-02-29,100,Hollywood,BATTERY - SIMPLE ASSAULT,27,F,H,2020,2020-02-01,1
2020-05-28,1600,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",19,M,H,2020,2020-05-01,16
2020-08-21,2200,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",31,M,H,2020,2020-08-01,22
2020-11-09,2250,West LA,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",46,F,W,2020,2020-11-01,22
2020-01-19,2300,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",37,M,O,2020,2020-01-01,23
2020-04-10,1825,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",25,M,H,2020,2020-04-01,18
2020-03-22,30,Harbor,BATTERY - SIMPLE ASSAULT,28,F,W,2020,2020-03-01,0
2020-01-15,1815,West Valley,BATTERY - SIMPLE ASSAULT,68,F,H,2020,2020-01-01,18
2020-04-30,1105,West LA,BATTERY - SIMPLE ASSAULT,41,F,B,2020,2020-04-01,11
2020-02-19,1540,Southwest,BATTERY - SIMPLE ASSAULT,23,M,H,2020,2020-02-01,15
2020-05-01,1830,Southwest,BATTERY - SIMPLE ASSAULT,25,F,H,2020,2020-05-01,18
2020-04-06,1715,Van Nuys,BATTERY - SIMPLE ASSAULT,66,F,W,2020,2020-04-01,17
2020-04-15,530,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",64,M,W,2020,2020-04-01,5
2020-04-28,1515,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",25,F,O,2020,2020-04-01,15
2020-01-26,2120,West LA,BATTERY - SIMPLE ASSAULT,34,F,B,2020,2020-01-01,21
2020-12-19,1830,West LA,BATTERY - SIMPLE ASSAULT,34,M,H,2020,2020-12-01,18
2020-08-08,2130,Van Nuys,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",41,F,H,2020,2020-08-01,21
2020-05-27,320,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",36,F,W,2020,2020-05-01,3
2020-01-29,2000,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,M,O,2020,2020-01-01,20
2020-07-16,2020,Hollywood,BATTERY - SIMPLE ASSAULT,51,F,W,2020,2020-07-01,20
2020-09-16,1140,Hollywood,BATTERY - SIMPLE ASSAULT,25,M,W,2020,2020-09-01,11
2020-05-07,2245,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",66,M,W,2020,2020-05-01,22
2020-11-24,1700,Hollywood,BATTERY - SIMPLE ASSAULT,38,M,A,2020,2020-11-01,17
2020-12-29,250,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",30,M,H,2020,2020-12-01,2
2020-04-26,2000,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",45,F,H,2020,2020-04-01,20
2020-08-02,1235,Van Nuys,BATTERY - SIMPLE ASSAULT,39,F,B,2020,2020-08-01,12
2020-01-26,1430,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",70,M,H,2020,2020-01-01,14
2020-04-26,1150,Wilshire,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",43,F,A,2020,2020-04-01,11
2020-01-14,1945,Wilshire,BATTERY - SIMPLE ASSAULT,23,M,W,2020,2020-01-01,19
2020-04-30,1230,Southwest,BATTERY - SIMPLE ASSAULT,52,M,H,2020,2020-04-01,12
2020-11-04,1,West Valley,BATTERY - SIMPLE ASSAULT,67,F,W,2020,2020-11-01,0
2020-07-27,1900,Van Nuys,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",57,M,B,2020,2020-07-01,19
2020-09-25,1600,West LA,BATTERY - SIMPLE ASSAULT,26,M,H,2020,2020-09-01,16
2020-02-21,1620,Wilshire,BATTERY - SIMPLE ASSAULT,39,M,O,2020,2020-02-01,16
2020-08-14,100,Harbor,BATTERY - SIMPLE ASSAULT,40,F,H,2020,2020-08-01,1
2020-12-23,1530,West LA,BATTERY - SIMPLE ASSAULT,61,M,W,2020,2020-12-01,15
2020-08-06,830,Wilshire,BATTERY - SIMPLE ASSAULT,46,F,W,2020,2020-08-01,8
2020-10-23,830,Harbor,BATTERY POLICE (SIMPLE),29,M,H,2020,2020-10-01,8
2020-04-15,800,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",67,M,H,2020,2020-04-01,8
2020-05-01,1840,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",33,M,B,2020,2020-05-01,18
2020-05-13,1900,Hollywood,BATTERY - SIMPLE ASSAULT,41,M,W,2020,2020-05-01,19
2020-05-02,210,Hollenbeck,BATTERY - SIMPLE ASSAULT,30,M,H,2020,2020-05-01,2
2020-04-27,1905,Southwest,BATTERY - SIMPLE ASSAULT,72,M,O,2020,2020-04-01,19
2020-02-10,930,Van Nuys,BATTERY - SIMPLE ASSAULT,65,F,W,2020,2020-02-01,9
2020-07-01,1850,West Valley,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",19,F,H,2020,2020-07-01,18
2020-10-24,2300,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",46,M,H,2020,2020-10-01,23
2020-08-08,2311,Van Nuys,BATTERY - SIMPLE ASSAULT,30,F,W,2020,2020-08-01,23
2020-02-02,2158,Hollenbeck,BATTERY - SIMPLE ASSAULT,17,M,H,2020,2020-02-01,21
2020-04-18,1930,Hollenbeck,BATTERY - SIMPLE ASSAULT,62,F,W,2020,2020-04-01,19
2020-01-08,415,Wilshire,BATTERY - SIMPLE ASSAULT,28,M,O,2020,2020-01-01,4
2020-05-20,1950,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",25,M,H,2020,2020-05-01,19
2020-06-12,2122,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,M,B,2020,2020-06-01,21
2020-12-28,100,Harbor,BATTERY - SIMPLE ASSAULT,50,F,H,2020,2020-12-01,1
2020-05-02,1515,Southwest,BATTERY - SIMPLE ASSAULT,45,M,H,2020,2020-05-01,15
2020-06-16,1720,Wilshire,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",30,M,B,2020,2020-06-01,17
2020-11-15,540,Harbor,BATTERY - SIMPLE ASSAULT,62,M,W,2020,2020-11-01,5
2020-04-08,1850,Hollywood,BATTERY - SIMPLE ASSAULT,30,F,B,2020,2020-04-01,18
2020-09-20,200,West LA,BATTERY - SIMPLE ASSAULT,24,M,W,2020,2020-09-01,2
2020-02-02,330,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",44,M,W,2020,2020-02-01,3
2020-05-22,2220,West Valley,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",57,M,W,2020,2020-05-01,22
2020-06-30,1830,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",21,M,W,2020,2020-06-01,18
2020-05-01,515,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",60,F,W,2020,2020-05-01,5
2020-06-03,930,West Valley,BATTERY - SIMPLE ASSAULT,35,F,B,2020,2020-06-01,9
2020-09-09,1235,Hollywood,BATTERY POLICE (SIMPLE),30,M,H,2020,2020-09-01,12
2020-12-18,1735,Hollywood,BATTERY - SIMPLE ASSAULT,36,F,B,2020,2020-12-01,17
2020-02-05,1100,Wilshire,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",53,M,W,2020,2020-02-01,11
2020-04-15,1330,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",18,M,W,2020,2020-04-01,13
2020-06-08,1400,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",21,F,H,2020,2020-06-01,14
2020-09-25,1310,Van Nuys,BATTERY - SIMPLE ASSAULT,51,F,O,2020,2020-09-01,13
2020-04-27,100,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",41,M,H,2020,2020-04-01,1
2020-07-28,2130,Hollenbeck,BATTERY - SIMPLE ASSAULT,13,M,H,2020,2020-07-01,21
2020-05-01,1830,Southwest,BATTERY - SIMPLE ASSAULT,36,F,H,2020,2020-05-01,18
2020-03-02,300,Wilshire,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",25,F,B,2020,2020-03-01,3
2020-09-23,2143,West LA,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",47,M,O,2020,2020-09-01,21
2020-04-26,100,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",53,M,H,2020,2020-04-01,1
2020-05-31,2100,Hollenbeck,BATTERY - SIMPLE ASSAULT,54,F,H,2020,2020-05-01,21
2020-09-25,350,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",52,M,H,2020,2020-09-01,3
2020-05-02,320,West LA,BATTERY - SIMPLE ASSAULT,15,F,H,2020,2020-05-01,3
2020-10-26,1630,Van Nuys,BATTERY - SIMPLE ASSAULT,36,F,H,2020,2020-10-01,16
2020-04-17,100,West LA,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",28,M,W,2020,2020-04-01,1
2020-07-04,830,Hollywood,BATTERY - SIMPLE ASSAULT,37,F,H,2020,2020-07-01,8
2020-12-30,1500,West LA,BATTERY - SIMPLE ASSAULT,47,F,A,2020,2020-12-01,15
2020-06-25,1800,Wilshire,BATTERY - SIMPLE ASSAULT,41,F,W,2020,2020-06-01,18
2020-04-21,2125,West Valley,BATTERY - SIMPLE ASSAULT,22,M,H,2020,2020-04-01,21
2020-05-03,1400,Southwest,BATTERY - SIMPLE ASSAULT,62,M,B,2020,2020-05-01,14
2020-03-15,900,West LA,BATTERY - SIMPLE ASSAULT,79,F,X,2020,2020-03-01,9
2020-04-30,1930,Hollenbeck,BATTERY - SIMPLE ASSAULT,53,M,H,2020,2020-04-01,19
2020-04-12,1230,Harbor,BATTERY - SIMPLE ASSAULT,21,M,H,2020,2020-04-01,12
2020-09-11,1100,Harbor,BATTERY - SIMPLE ASSAULT,65,M,H,2020,2020-09-01,11
2020-04-28,1515,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",19,M,B,2020,2020-04-01,15
2020-10-18,2120,West LA,BATTERY - SIMPLE ASSAULT,33,F,O,2020,2020-10-01,21
2020-07-02,1700,Van Nuys,BATTERY - SIMPLE ASSAULT,15,M,O,2020,2020-07-01,17
2020-02-27,1425,Van Nuys,BATTERY - SIMPLE ASSAULT,53,M,W,2020,2020-02-01,14
2020-04-28,2145,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",36,F,B,2020,2020-04-01,21
2020-04-27,1900,Southwest,BATTERY - SIMPLE ASSAULT,28,F,B,2020,2020-04-01,19
2020-02-16,1925,Wilshire,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",46,M,O,2020,2020-02-01,19
2020-05-03,1720,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",5,F,H,2020,2020-05-01,17
2020-04-23,1720,West LA,BATTERY - SIMPLE ASSAULT,23,M,W,2020,2020-04-01,17
2020-02-22,1315,Wilshire,BATTERY - SIMPLE ASSAULT,43,F,H,2020,2020-02-01,13
2020-02-03,1800,Harbor,BATTERY - SIMPLE ASSAULT,29,F,H,2020,2020-02-01,18
2020-06-28,1930,Hollenbeck,BATTERY - SIMPLE ASSAULT,58,M,H,2020,2020-06-01,19
2020-06-21,1600,West Valley,BATTERY - SIMPLE ASSAULT,43,F,H,2020,2020-06-01,16
2020-05-10,1855,Van Nuys,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",19,M,O,2020,2020-05-01,18
2020-09-07,130,West Valley,BATTERY - SIMPLE ASSAULT,46,F,H,2020,2020-09-01,1
2020-09-04,1515,Hollywood,BATTERY - SIMPLE ASSAULT,38,F,O,2020,2020-09-01,15
2020-10-14,2200,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",37,F,W,2020,2020-10-01,22
2020-05-02,50,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",21,F,B,2020,2020-05-01,0
2020-02-16,1925,Wilshire,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",72,M,O,2020,2020-02-01,19
2020-05-07,1715,Wilshire,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",62,M,W,2020,2020-05-01,17
2020-05-03,1340,Southwest,BATTERY - SIMPLE ASSAULT,24,M,H,2020,2020-05-01,13
2020-01-08,1915,Wilshire,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",60,F,B,2020,2020-01-01,19
2020-04-27,1300,Hollenbeck,BATTERY - SIMPLE ASSAULT,41,M,H,2020,2020-04-01,13
2020-06-23,630,Wilshire,BATTERY - SIMPLE ASSAULT,63,F,B,2020,2020-06-01,6
2020-09-12,2045,Wilshire,BATTERY - SIMPLE ASSAULT,41,F,H,2020,2020-09-01,20
