DATE OCC,TIME OCC,AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Year,Month,Hour
2020-06-06,120,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",44,F,B,2020,2020-06-01,1
2020-09-14,320,Van Nuys,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",34,M,H,2020,2020-09-01,3
2020-11-09,2355,Wilshire,BATTERY - SIMPLE ASSAULT,40,M,A,2020,2020-11-01,23
2020-04-23,1115,Harbor,BATTERY - SIMPLE ASSAULT,47,M,H,2020,2020-04-01,11
2020-05-24,115,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",33,M,H,2020,2020-05-01,1
2020-04-19,1400,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",36,M,B,2020,2020-04-01,14
2020-12-09,1050,Hollywood,BATTERY - SIMPLE ASSAULT,29,F,H,2020,2020-12-01,10
2020-05-14,2100,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",46,M,H,2020,2020-05-01,21
2020-11-28,855,Harbor,BATTERY - SIMPLE ASSAULT,30,F,H,2020,2020-11-01,8
2020-11-05,2030,Harbor,BATTERY - SIMPLE ASSAULT,44,F,H,2020,2020-11-01,20
2020-04-19,1700,Southwest,BATTERY - SIMPLE ASSAULT,64,M,B,2020,2020-04-01,17
2020-06-21,30,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",32,M,H,2020,2020-06-01,0
2020-07-06,1510,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24,M,H,2020,2020-07-01,15
2020-02-26,1330,Van Nuys,BATTERY - SIMPLE ASSAULT,64,M,W,2020,2020-02-01,13
2020-04-23,25,Southwest,BATTERY - SIMPLE ASSAULT,27,F,B,2020,2020-04-01,0
2020-08-31,725,West Valley,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",42,M,H,2020,2020-08-01,7
2020-01-30,1700,West LA,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",42,M,W,2020,2020-01-01,17
2020-05-22,1050,Hollywood,BATTERY - SIMPLE ASSAULT,49,M,H,2020,2020-05-01,10
2020-12-09,1415,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",27,F,H,2020,2020-12-01,14
2020-12-11,1850,Hollywood,BATTERY - SIMPLE ASSAULT,31,F,H,2020,2020-12-01,18
2020-04-10,1144,Southwest,BATTERY - SIMPLE ASSAULT,26,F,H,2020,2020-04-01,11
2020-04-12,1610,Wilshire,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",42,F,H,2020,2020-04-01,16
2020-04-25,2120,Southwest,BATTERY - SIMPLE ASSAULT,66,F,W,2020,2020-04-01,21
2020-08-19,2130,Harbor,BATTERY - SIMPLE ASSAULT,49,M,B,2020,2020-08-01,21
2020-03-09,2005,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",37,M,H,2020,2020-03-01,20
2020-03-03,1900,West Valley,BATTERY - SIMPLE ASSAULT,30,F,H,2020,2020-03-01,19
2020-06-05,1000,Southwest,BATTERY - SIMPLE ASSAULT,55,F,B,2020,2020-06-01,10
2020-06-05,120,West LA,BATTERY - SIMPLE ASSAULT,48,F,W,2020,2020-06-01,1
2020-04-10,1144,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",33,M,B,2020,2020-04-01,11
2020-03-26,1730,West Valley,BATTERY - SIMPLE ASSAULT,60,F,H,2020,2020-03-01,17
2020-03-12,2330,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",31,M,H,2020,2020-03-01,23
2020-05-24,2230,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24,F,H,2020,2020-05-01,22
2020-04-20,2130,Hollenbeck,BATTERY - SIMPLE ASSAULT,57,M,H,2020,2020-04-01,21
2020-02-03,1230,Wilshire,BATTERY - SIMPLE ASSAULT,53,F,B,2020,2020-02-01,12
2020-04-23,1350,Southwest,BATTERY - SIMPLE ASSAULT,37,F,H,2020,2020-04-01,13
2020-07-02,2045,Harbor,BATTERY - SIMPLE ASSAULT,39,F,H,2020,2020-07-01,20
2020-01-28,2115,Wilshire,BATTERY - SIMPLE ASSAULT,20,F,B,2020,2020-01-01,21
2020-03-09,400,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24,F,B,2020,2020-03-01,4
2020-09-27,1835,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",25,M,B,2020,2020-09-01,18
2020-12-20,600,Harbor,BATTERY - SIMPLE ASSAULT,31,M,H,2020,2020-12-01,6
2020-04-20,925,Southwest,BATTERY - SIMPLE ASSAULT,58,M,B,2020,2020-04-01,9
2020-04-20,1200,Southwest,BATTERY - SIMPLE ASSAULT,18,M,B,2020,2020-04-01,12
2020-09-13,815,West Valley,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",50,M,H,2020,2020-09-01,8
2020-04-20,2310,Southwest,BATTERY - SIMPLE ASSAULT,54,M,H,2020,2020-04-01,23
2020-09-25,1600,West LA,BATTERY - SIMPLE ASSAULT,34,M,H,2020,2020-09-01,16
2020-04-22,1800,Southwest,BATTERY - SIMPLE ASSAULT,58,F,B,2020,2020-04-01,18
2020-01-21,2230,Harbor,BATTERY - SIMPLE ASSAULT,35,M,H,2020,2020-01-01,22
2020-02-01,1130,Wilshire,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",49,M,B,2020,2020-02-01,11
2020-04-04,1500,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",19,M,H,2020,2020-04-01,15
2020-04-21,1630,Hollenbeck,BATTERY - SIMPLE ASSAULT,62,F,H,2020,2020-04-01,16
2020-04-21,1500,Southwest,BATTERY - SIMPLE ASSAULT,35,M,A,2020,2020-04-01,15
2020-12-23,1450,West LA,BATTERY - SIMPLE ASSAULT,25,M,B,2020,2020-12-01,14
2020-02-15,200,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24,F,B,2020,2020-02-01,2
2020-01-09,1930,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",57,M,W,2020,2020-01-01,19
2020-07-05,45,Harbor,BATTERY - SIMPLE ASSAULT,50,F,H,2020,2020-07-01,0
2020-05-24,115,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,F,H,2020,2020-05-01,1
2020-05-31,1040,Southwest,BATTERY - SIMPLE ASSAULT,82,M,B,2020,2020-05-01,10
2020-03-12,2330,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",22,M,H,2020,2020-03-01,23
2020-12-02,600,West LA,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",25,F,H,2020,2020-12-01,6
2020-02-24,1400,West LA,BATTERY - SIMPLE ASSAULT,25,M,W,2020,2020-02-01,14
2020-10-10,300,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",29,M,H,2020,2020-10-01,3
2020-10-25,159,Harbor,BATTERY - SIMPLE ASSAULT,28,M,W,2020,2020-10-01,1
2020-02-17,930,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",42,M,H,2020,2020-02-01,9
2020-05-18,1330,West Valley,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",18,M,H,2020,2020-05-01,13
2020-09-30,15,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",30,M,H,2020,2020-09-01,0
2020-07-31,2130,Van Nuys,BATTERY - SIMPLE ASSAULT,35,M,H,2020,2020-07-01,21
2020-04-25,2310,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",36,F,B,2020,2020-04-01,23
2020-03-02,1140,Van Nuys,BATTERY - SIMPLE ASSAULT,64,M,O,2020,2020-03-01,11
2020-02-08,1730,West LA,BATTERY - SIMPLE ASSAULT,73,M,X,2020,2020-02-01,17
2020-03-19,1645,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",62,M,O,2020,2020-03-01,16
2020-08-15,930,Wilshire,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",59,M,W,2020,2020-08-01,9
2020-04-22,545,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",29,F,H,2020,2020-04-01,5
2020-07-21,1630,West LA,BATTERY - SIMPLE ASSAULT,22,M,O,2020,2020-07-01,16
2020-04-21,1645,Hollenbeck,BATTERY - SIMPLE ASSAULT,23,F,H,2020,2020-04-01,16
2020-04-22,1800,Southwest,BATTERY POLICE (SIMPLE),19,M,X,2020,2020-04-01,18
2020-02-10,1820,West LA,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",88,M,O,2020,2020-02-01,18
2020-03-30,1000,Hollenbeck,BATTERY - SIMPLE ASSAULT,64,F,H,2020,2020-03-01,10
2020-01-29,1230,Van Nuys,BRIBERY,22,F,W,2020,2020-01-01,12
2020-01-18,1710,Wilshire,BATTERY - SIMPLE ASSAULT,53,M,H,2020,2020-01-01,17
2020-01-25,830,Wilshire,BATTERY - SIMPLE ASSAULT,35,F,H,2020,2020-01-01,8
2020-10-21,930,Hollywood,BATTERY - SIMPLE ASSAULT,61,F,O,2020,2020-10-01,9
2020-09-21,1130,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",25,M,W,2020,2020-09-01,11
2020-03-29,1500,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",15,M,H,2020,2020-03-01,15
2020-03-26,400,Wilshire,BATTERY - SIMPLE ASSAULT,44,M,B,2020,2020-03-01,4
2020-05-14,2130,Hollywood,BATTERY - SIMPLE ASSAULT,54,F,B,2020,2020-05-01,21
2020-01-22,1800,Van Nuys,BATTERY - SIMPLE ASSAULT,66,M,B,2020,2020-01-01,18
2020-06-25,1845,West Valley,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",30,M,H,2020,2020-06-01,18
2020-11-02,100,West LA,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",37,M,O,2020,2020-11-01,1
2020-03-04,430,West LA,BATTERY - SIMPLE ASSAULT,44,F,W,2020,2020-03-01,4
2020-04-14,1850,Southwest,BATTERY - SIMPLE ASSAULT,30,F,B,2020,2020-04-01,18
2020-05-03,1400,Hollywood,BATTERY - SIMPLE ASSAULT,23,M,H,2020,2020-05-01,14
2020-06-10,1715,Southwest,BATTERY - SIMPLE ASSAULT,21,M,H,2020,2020-06-01,17
2020-09-02,800,Hollywood,BATTERY - SIMPLE ASSAULT,38,F,O,2020,2020-09-01,8
2020-09-08,1200,Hollywood,BATTERY - SIMPLE ASSAULT,29,M,B,2020,2020-09-01,12
2020-01-29,1430,Southwest,BATTERY - SIMPLE ASSAULT,63,F,H,2020,2020-01-01,14
2020-03-16,1700,Van Nuys,BATTERY - SIMPLE ASSAULT,44,F,H,2020,2020-03-01,17
2020-08-26,2230,Van Nuys,BATTERY - SIMPLE ASSAULT,48,M,W,2020,2020-08-01,22
2020-05-04,1920,Hollywood,BATTERY - SIMPLE ASSAULT,51,M,B,2020,2020-05-01,19
2020-12-08,1945,Harbor,BATTERY - SIMPLE ASSAULT,36,M,B,2020,2020-12-01,19
2020-03-02,538,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",46,M,W,2020,2020-03-01,5
2020-04-20,800,Southwest,BATTERY - SIMPLE ASSAULT,40,F,H,2020,2020-04-01,8
2020-07-11,1415,Hollywood,BATTERY - SIMPLE ASSAULT,20,F,W,2020,2020-07-01,14
2020-12-17,1910,Van Nuys,BATTERY - SIMPLE ASSAULT,63,F,W,2020,2020-12-01,19
2020-03-10,1400,Southwest,BATTERY - SIMPLE ASSAULT,70,F,W,2020,2020-03-01,14
2020-04-09,2230,Southwest,BATTERY - SIMPLE ASSAULT,30,M,H,2020,2020-04-01,22
2020-08-08,2200,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",32,M,H,2020,2020-08-01,22
2020-05-08,1530,West Valley,BATTERY - SIMPLE ASSAULT,46,M,H,2020,2020-05-01,15
2020-07-31,1700,West LA,BATTERY - SIMPLE ASSAULT,38,F,W,2020,2020-07-01,17
2020-02-17,130,West Valley,BATTERY - SIMPLE ASSAULT,22,F,H,2020,2020-02-01,1
2020-05-24,730,Van Nuys,BATTERY - SIMPLE ASSAULT,57,M,H,2020,2020-05-01,7
2020-05-06,410,Hollywood,BATTERY - SIMPLE ASSAULT,30,M,H,2020,2020-05-01,4
2020-06-10,1715,Southwest,BATTERY - SIMPLE ASSAULT,20,F,H,2020,2020-06-01,17
2020-03-17,1645,West LA,BATTERY - SIMPLE ASSAULT,40,M,W,2020,2020-03-01,16
2020-09-26,1720,Southwest,BATTERY POLICE (SIMPLE),19,X,X,2020,2020-09-01,17
2020-01-08,2010,West LA,BATTERY - SIMPLE ASSAULT,33,F,H,2020,2020-01-01,20
2020-12-10,1500,Van Nuys,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",22,M,H,2020,2020-12-01,15
2020-04-19,2030,Hollenbeck,BATTERY - SIMPLE ASSAULT,38,F,H,2020,2020-04-01,20
2020-02-07,2330,Wilshire,BATTERY - SIMPLE ASSAULT,44,M,H,2020,2020-02-01,23
2020-04-01,2220,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",37,M,W,2020,2020-04-01,22
2020-06-13,1600,Southwest,BATTERY - SIMPLE ASSAULT,20,F,H,2020,2020-06-01,16
2020-04-20,1645,Southwest,BATTERY - SIMPLE ASSAULT,27,F,H,2020,2020-04-01,16
2020-12-17,2230,Wilshire,BATTERY - SIMPLE ASSAULT,43,F,W,2020,2020-12-01,22
2020-06-15,1800,Hollywood,BATTERY - SIMPLE ASSAULT,53,F,H,2020,2020-06-01,18
2020-04-20,800,Southwest,BATTERY - SIMPLE ASSAULT,43,F,H,2020,2020-04-01,8
2020-03-11,1400,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",51,M,O,2020,2020-03-01,14
2020-06-10,1350,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",40,M,H,2020,2020-06-01,13
2020-07-29,1430,Wilshire,BATTERY - SIMPLE ASSAULT,25,F,B,2020,2020-07-01,14
2020-06-19,930,Wilshire,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",35,F,H,2020,2020-06-01,9
2020-08-03,1545,Hollywood,BATTERY - SIMPLE ASSAULT,68,M,B,2020,2020-08-01,15
2020-09-22,530,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",39,M,W,2020,2020-09-01,5
2020-08-26,241,Van Nuys,BATTERY - SIMPLE ASSAULT,31,M,A,2020,2020-08-01,2
2020-11-01,1700,Van Nuys,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",42,M,H,2020,2020-11-01,17
2020-09-21,1925,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",42,M,H,2020,2020-09-01,19
2020-08-21,130,Wilshire,BATTERY - SIMPLE ASSAULT,21,F,H,2020,2020-08-01,1
2020-11-15,1300,West Valley,BATTERY - SIMPLE ASSAULT,82,F,W,2020,2020-11-01,13
2020-03-28,1115,Hollywood,BATTERY - SIMPLE ASSAULT,33,M,O,2020,2020-03-01,11
2020-07-25,855,West Valley,BATTERY - SIMPLE ASSAULT,47,F,O,2020,2020-07-01,8
2020-04-24,600,Southwest,BATTERY - SIMPLE ASSAULT,37,F,B,2020,2020-04-01,6
2020-02-02,2215,Hollywood,BATTERY - SIMPLE ASSAULT,26,M,H,2020,2020-02-01,22
2020-03-10,1430,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",66,F,H,2020,2020-03-01,14
2020-04-10,1040,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",53,M,H,2020,2020-04-01,10
2020-06-24,1945,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",42,M,H,2020,2020-06-01,19
2020-12-21,1800,Harbor,BATTERY - SIMPLE ASSAULT,52,M,W,2020,2020-12-01,18
2020-02-05,530,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",31,M,B,2020,2020-02-01,5
2020-04-24,1915,Southwest,BATTERY - SIMPLE ASSAULT,55,F,H,2020,2020-04-01,19
2020-10-02,1330,West Valley,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",48,M,H,2020,2020-10-01,13
2020-04-26,1700,Southwest,BATTERY - SIMPLE ASSAULT,20,F,W,2020,2020-04-01,17
2020-07-16,1500,West Valley,BATTERY - SIMPLE ASSAULT,46,F,H,2020,2020-07-01,15
2020-09-24,2055,Hollywood,BATTERY - SIMPLE ASSAULT,51,M,W,2020,2020-09-01,20
2020-01-17,1310,West Valley,BATTERY - SIMPLE ASSAULT,46,M,W,2020,2020-01-01,13
2020-02-26,1830,Southwest,BATTERY - SIMPLE ASSAULT,84,M,B,2020,2020-02-01,18
2020-06-23,115,West LA,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",43,M,H,2020,2020-06-01,1
2020-04-19,1335,Hollenbeck,BATTERY - SIMPLE ASSAULT,28,M,H,2020,2020-04-01,13
2020-11-04,745,Hollywood,BATTERY - SIMPLE ASSAULT,35,M,W,2020,2020-11-01,7
2020-04-03,430,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",32,M,W,2020,2020-04-01,4
2020-10-19,1,Southwest,BATTERY POLICE (SIMPLE),19,X,X,2020,2020-10-01,0
2020-06-03,105,West LA,BATTERY - SIMPLE ASSAULT,52,F,B,2020,2020-06-01,1
2020-05-15,1228,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",30,M,B,2020,2020-05-01,12
2020-02-17,2000,Hollenbeck,BATTERY - SIMPLE ASSAULT,50,F,H,2020,2020-02-01,20
2020-12-01,210,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",31,M,H,2020,2020-12-01,2
2020-07-29,820,Hollywood,BATTERY - SIMPLE ASSAULT,59,M,B,2020,2020-07-01,8
2020-04-04,1500,Southwest,BATTERY - SIMPLE ASSAULT,48,F,B,2020,2020-04-01,15
2020-02-27,100,Hollywood,BATTERY - SIMPLE ASSAULT,23,M,H,2020,2020-02-01,1
2020-06-11,1530,Harbor,BATTERY - SIMPLE ASSAULT,72,M,W,2020,2020-06-01,15
2020-03-27,2050,Hollenbeck,BATTERY - SIMPLE ASSAULT,40,F,H,2020,2020-03-01,20
2020-02-15,1540,Hollywood,BATTERY - SIMPLE ASSAULT,20,F,W,2020,2020-02-01,15
2020-07-02,940,Hollywood,BATTERY - SIMPLE ASSAULT,25,M,B,2020,2020-07-01,9
2020-03-27,1445,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",73,F,W,2020,2020-03-01,14
2020-02-27,100,Hollywood,BATTERY - SIMPLE ASSAULT,23,X,X,2020,2020-02-01,1
2020-06-05,1200,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",30,M,H,2020,2020-06-01,12
2020-01-14,1800,West Valley,BATTERY - SIMPLE ASSAULT,8,M,H,2020,2020-01-01,18
2020-02-05,530,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",52,M,H,2020,2020-02-01,5
2020-09-25,2105,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",25,M,W,2020,2020-09-01,21
2020-10-22,2040,West LA,BATTERY - SIMPLE ASSAULT,81,F,O,2020,2020-10-01,20
2020-05-29,1600,Harbor,BATTERY - SIMPLE ASSAULT,22,M,H,2020,2020-05-01,16
2020-06-17,2250,West LA,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",27,M,H,2020,2020-06-01,22
2020-06-07,1430,West LA,BATTERY - SIMPLE ASSAULT,72,M,O,2020,2020-06-01,14
2020-07-31,915,Harbor,BATTERY - SIMPLE ASSAULT,49,F,O,2020,2020-07-01,9
2020-11-16,2000,West LA,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",33,F,H,2020,2020-11-01,20
2020-04-21,300,Southwest,BATTERY - SIMPLE ASSAULT,19,M,B,2020,2020-04-01,3
2020-07-14,1700,Harbor,BATTERY - SIMPLE ASSAULT,28,F,B,2020,2020-07-01,17
2020-04-23,1630,Southwest,BATTERY - SIMPLE ASSAULT,22,M,H,2020,2020-04-01,16
2020-06-08,1010,Hollenbeck,BATTERY - SIMPLE ASSAULT,30,M,O,2020,2020-06-01,10
2020-04-22,1315,Hollenbeck,BATTERY - SIMPLE ASSAULT,61,F,H,2020,2020-04-01,13
2020-09-24,740,Wilshire,BATTERY - SIMPLE ASSAULT,19,F,H,2020,2020-09-01,7
2020-04-22,2100,Southwest,BATTERY - SIMPLE ASSAULT,34,F,H,2020,2020-04-01,21
2020-03-22,1450,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",42,M,H,2020,2020-03-01,14
2020-10-01,2000,Wilshire,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",21,F,O,2020,2020-10-01,20
2020-04-20,1100,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",34,M,B,2020,2020-04-01,11
2020-03-24,1130,Wilshire,BATTERY - SIMPLE ASSAULT,20,M,W,2020,2020-03-01,11
2020-03-09,2015,Wilshire,BATTERY - SIMPLE ASSAULT,27,F,H,2020,2020-03-01,20
2020-10-11,2055,West Valley,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",39,M,H,2020,2020-10-01,20
2020-06-05,830,Van Nuys,BATTERY - SIMPLE ASSAULT,62,F,H,2020,2020-06-01,8
2020-12-11,335,Hollywood,BATTERY - SIMPLE ASSAULT,25,F,H,2020,2020-12-01,3
2020-04-21,300,Southwest,BATTERY - SIMPLE ASSAULT,39,F,B,2020,2020-04-01,3
2020-04-22,1745,Southwest,BATTERY - SIMPLE ASSAULT,47,M,H,2020,2020-04-01,17
2020-02-25,20,West Valley,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",23,M,H,2020,2020-02-01,0
2020-10-24,800,Van Nuys,BATTERY - SIMPLE ASSAULT,51,F,B,2020,2020-10-01,8
2020-04-13,2330,Southwest,BATTERY - SIMPLE ASSAULT,46,F,O,2020,2020-04-01,23
2020-09-25,1020,Southwest,BATTERY - SIMPLE ASSAULT,19,F,B,2020,2020-09-01,10
2020-11-08,200,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",23,F,A,2020,2020-11-01,2
2020-02-24,2300,Van Nuys,BATTERY - SIMPLE ASSAULT,55,F,W,2020,2020-02-01,23
2020-03-16,2110,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",25,M,H,2020,2020-03-01,21
2020-04-12,530,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",27,F,H,2020,2020-04-01,5
2020-05-31,1930,Hollywood,BATTERY - SIMPLE ASSAULT,46,F,B,2020,2020-05-01,19
2020-07-28,1200,Harbor,BATTERY - SIMPLE ASSAULT,46,F,H,2020,2020-07-01,12
2020-01-31,2035,West Valley,BATTERY - SIMPLE ASSAULT,19,F,O,2020,2020-01-01,20
2020-10-19,1530,Hollywood,BATTERY - SIMPLE ASSAULT,32,M,W,2020,2020-10-01,15
2020-03-15,1440,West LA,BATTERY - SIMPLE ASSAULT,58,M,O,2020,2020-03-01,14
2020-02-17,2240,Hollywood,BATTERY - SIMPLE ASSAULT,42,M,W,2020,2020-02-01,22
2020-05-19,1000,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",19,M,B,2020,2020-05-01,10
2020-10-15,320,Van Nuys,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",34,M,B,2020,2020-10-01,3
2020-11-30,1900,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",38,F,W,2020,2020-11-01,19
2020-03-24,1500,Van Nuys,BATTERY - SIMPLE ASSAULT,94,F,H,2020,2020-03-01,15
2020-09-28,2200,West Valley,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",46,M,H,2020,2020-09-01,22
2020-07-02,1820,Van Nuys,BATTERY - SIMPLE ASSAULT,23,M,F,2020,2020-07-01,18
2020-04-26,1430,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",54,M,H,2020,2020-04-01,14
2020-12-16,2140,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",21,F,W,2020,2020-12-01,21
2020-12-15,1045,West LA,BATTERY - SIMPLE ASSAULT,36,F,W,2020,2020-12-01,10
2020-08-24,130,Wilshire,BATTERY - SIMPLE ASSAULT,99,F,W,2020,2020-08-01,1
2020-03-12,2330,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",25,F,H,2020,2020-03-01,23
2020-04-19,2030,Hollenbeck,BATTERY - SIMPLE ASSAULT,48,F,H,2020,2020-04-01,20
2020-05-23,2155,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",40,M,H,2020,2020-05-01,21
2020-01-06,1430,Wilshire,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",36,M,W,2020,2020-01-01,14
2020-04-24,2300,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",30,F,B,2020,2020-04-01,23
2020-03-07,115,Van Nuys,BATTERY - SIMPLE ASSAULT,33,F,W,2020,2020-03-01,1
2020-03-17,1100,Harbor,BATTERY - SIMPLE ASSAULT,72,F,W,2020,2020-03-01,11
2020-09-18,1925,West LA,BATTERY - SIMPLE ASSAULT,18,M,H,2020,2020-09-01,19
2020-09-01,200,Harbor,BATTERY - SIMPLE ASSAULT,36,F,B,2020,2020-09-01,2
2020-09-10,2000,Harbor,BATTERY - SIMPLE ASSAULT,22,M,W,2020,2020-09-01,20
2020-06-03,1900,West Valley,BATTERY - SIMPLE ASSAULT,62,M,O,2020,2020-06-01,19
2020-03-30,1000,Hollenbeck,BATTERY - SIMPLE ASSAULT,57,F,H,2020,2020-03-01,10
2020-12-29,2240,Hollywood,BATTERY - SIMPLE ASSAULT,24,M,O,2020,2020-12-01,22
2020-04-16,2130,West Valley,BATTERY - SIMPLE ASSAULT,18,F,H,2020,2020-04-01,21
2020-01-04,1040,Hollywood,BATTERY - SIMPLE ASSAULT,81,F,W,2020,2020-01-01,10
2020-03-17,855,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",36,M,H,2020,2020-03-01,8
2020-09-27,410,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",29,M,H,2020,2020-09-01,4
2020-04-18,1650,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",49,M,H,2020,2020-04-01,16
